NatRegion,Cat2,Year_5,color1,color2,prop1,prop2
Europe,Northern Renaissance,1525,#1d1512,#423127,0.343825,0.172
Europe,Northern Renaissance,1530,#1d1512,#423127,0.28024,0.21713
Europe,Northern Renaissance,1520,#423127,#1d1512,0.21015833333333334,0.15198333333333333
Europe,Northern Renaissance,1515,#1d1512,#907457,0.22139444444444445,0.16803333333333334
Europe,Northern Renaissance,1510,#1d1512,#5c564d,0.21082,0.19438
Europe,Northern Renaissance,1460,#423127,#1d1512,0.19673333333333334,0.18184444444444445
Europe,Northern Renaissance,1450,#1d1512,#423127,0.23066,0.19536
Europe,Northern Renaissance,1445,#423127,#1d1512,0.2611,0.23572
Europe,Northern Renaissance,1500,#907457,#1d1512,0.1915625,0.1818625
Europe,Northern Renaissance,1505,#423127,#1d1512,0.26085714285714284,0.1460142857142857
Europe,Northern Renaissance,1485,#1d1512,#423127,0.25095,0.2306
Europe,Northern Renaissance,1435,#423127,#1d1512,0.3036857142857143,0.22685714285714287
Europe,Northern Renaissance,1430,#907457,#7c462d,0.2316,0.2167
Europe,Northern Renaissance,1440,#423127,#1d1512,0.29592,0.1976
Europe,Northern Renaissance,1465,#1d1512,#423127,0.223975,0.15795
Europe,Northern Renaissance,1550,#1d1512,#423127,0.2766,0.2622
Europe,Northern Renaissance,1490,#7c462d,#423127,0.26125,0.20665
Europe,Northern Renaissance,1475,#423127,#ad977b,0.27835,0.1374
Europe,Northern Renaissance,1495,#423127,#5c564d,0.4352,0.2714
Europe,Northern Renaissance,1535,#423127,#1d1512,0.24386,0.21412
Europe,Northern Renaissance,1555,#423127,#1d1512,0.5303,0.2481
Europe,Northern Renaissance,1540,#1d1512,#907457,0.27515,0.21215
Europe,Northern Renaissance,1415,#1d1512,#907457,0.2265,0.1928
Europe,Northern Renaissance,1425,#1d1512,#cfbda2,0.2475,0.2415
Europe,Northern Renaissance,1605,#423127,#1d1512,0.25715,0.2011
Europe,Northern Renaissance,1545,#5c564d,#907457,0.2676,0.2482
Europe,Northern Renaissance,1625,#423127,#1d1512,0.4245,0.2215
Europe,Northern Renaissance,1610,#423127,#907457,0.2995,0.1417
Europe,Northern Renaissance,1600,#1d1512,#423127,0.4378,0.1959
Europe,Abstract Expressionism,1955,#54564b,#90887c,0.197815,0.191115
Europe,Abstract Expressionism,1960,#90887c,#c4bfb3,0.29501666666666665,0.19436666666666666
Europe,Abstract Expressionism,1950,#90887c,#c4bfb3,0.22795833333333335,0.1872
Europe,Abstract Expressionism,1945,#2b44a2,#edeeef,0.2625,0.25755
Europe,Abstract Expressionism,1855,#c4bfb3,#edeeef,0.2621,0.25875
Europe,Abstract Expressionism,1875,#edeeef,#c4bfb3,0.342,0.2746
Europe,Abstract Expressionism,1865,#212123,#edeeef,0.6782,0.1914
Europe,Abstract Expressionism,1940,#c4bfb3,#edeeef,0.4135,0.267
MiddleEast,Impressionism,1890,#1a1814,#382f24,0.1918,0.1645
MiddleEast,Art Informel,1960,#a59f8b,#eae4d1,0.263175,0.26245
MiddleEast,Minimalism,1965,#e0dad3,#ebecf0,0.35965,0.19683333333333333
MiddleEast,Abstract Art,1940,#271f1a,#9e412d,0.24005,0.1614
MiddleEast,Abstract Art,1925,#271f1a,#514537,0.428,0.2168
MiddleEast,Abstract Art,1935,#271f1a,#e2dfdc,0.2269,0.2095
MiddleEast,Abstract Art,1920,#514537,#b7ac9d,0.2753,0.14105
MiddleEast,Abstract Art,1950,#514537,#817766,0.2907,0.21475
MiddleEast,Abstract Art,1955,#271f1a,#514537,0.32985,0.2926
MiddleEast,Abstract Art,1930,#514537,#817766,0.5309,0.3343
MiddleEast,Abstract Art,1915,#817766,#b7ac9d,0.2395,0.2138
MiddleEast,Cubism,1920,#434038,#d2cdb9,0.21104,0.18232
MiddleEast,Cubism,1925,#211d17,#434038,0.26615,0.19251666666666667
MiddleEast,Post-Impressionism,1910,#938a7a,#acaaa2,0.20056666666666667,0.16263333333333332
MiddleEast,Post-Impressionism,1915,#938a7a,#816a56,0.23695,0.2358
MiddleEast,Post-Impressionism,1895,#816a56,#5f4f40,0.3193,0.3008
MiddleEast,Abstract Expressionism,1955,#d0b28f,#b1875c,0.3938,0.1828
MiddleEast,Abstract Expressionism,1960,#c0bbb8,#dcd8d5,0.3245,0.2941
MiddleEast,Surrealism,1935,#656f72,#1c1918,0.19713333333333333,0.1677
MiddleEast,Surrealism,1940,#fdfdfb,#c0ad85,0.383,0.208
MiddleEast,Surrealism,1930,#7b6542,#a38c64,0.325,0.3184
MiddleEast,Expressionism,1915,#e8dbc5,#d7c6a7,0.6732,0.0916
MiddleEast,Expressionism,1910,#5c524a,#a4714b,0.22095,0.1798
MiddleEast,Neo-Expressionism,1965,#15141e,#38343d,0.3675,0.207
MiddleEast,Neo-Expressionism,1970,#ebecee,#e36534,0.331,0.2067
MiddleEast,Magic Realism,2010,#828483,#797a76,0.2209,0.2019
AsiaOceania,Neo-Expressionism,2000,#443537,#68564e,0.21511666666666668,0.2004
AsiaOceania,Neo-Expressionism,1995,#f6f6f1,#aca699,0.6499,0.10535
AsiaOceania,Neo-Expressionism,1965,#22171e,#aca699,0.5949,0.2194
AsiaOceania,Minimalism,1970,#6c6560,#0e0d11,0.22152,0.19546
AsiaOceania,Minimalism,1965,#d42d2b,#f3f2ee,0.2843333333333333,0.23423333333333332
AsiaOceania,Lyrical Abstraction,1975,#e2ddd3,#942e1f,0.2172,0.20372
AsiaOceania,Lyrical Abstraction,1970,#e2ddd3,#78a2cd,0.22888,0.17808
AsiaOceania,Lyrical Abstraction,1980,#455266,#291919,0.6359,0.2152
AsiaOceania,Lyrical Abstraction,1965,#942e1f,#291919,0.7161,0.1332
AsiaOceania,Lyrical Abstraction,1960,#291919,#ccb79b,0.6216,0.1216
AsiaOceania,Impressionism,1885,#443521,#1c130f,0.22102,0.22048
AsiaOceania,Impressionism,1890,#b8b6a9,#9b8c73,0.2665,0.173075
AsiaOceania,Abstract Expressionism,1955,#a38658,#bbb085,0.22298888888888888,0.22006666666666666
AsiaOceania,Abstract Expressionism,1950,#8faca4,#17768b,0.293,0.284
AsiaOceania,Abstract Expressionism,1875,#e4dcc7,#bbb085,0.5617,0.2408
AsiaOceania,Color Field Painting,1970,#e6e5d9,#f1a375,0.2894,0.1543
AsiaOceania,Magic Realism,2005,#8d8c93,#acadb1,0.26415,0.2056
AsiaOceania,Magic Realism,1995,#1b1c1c,#4d4c4e,0.39515,0.18585
AsiaOceania,Magic Realism,1965,#acadb1,#666768,0.5764,0.1414
AsiaOceania,Art Informel,1955,#575c65,#c3c2c8,0.22085555555555555,0.19663333333333333
AsiaOceania,Art Informel,1965,#0b0c0d,#e9e7e4,0.474,0.16245
AsiaOceania,Art Informel,1960,#a59e91,#3e3935,0.24135,0.2118
AsiaOceania,Pop Art,1965,#9f9a96,#d4cac1,0.2264,0.2050142857142857
AsiaOceania,Pop Art,1960,#d4cac1,#9f9a96,0.7109,0.1583
AsiaOceania,Cubism,1925,#6d7476,#a19fab,0.1797,0.1701
AsiaOceania,Surrealism,1940,#d8d5c3,#696652,0.2228,0.16443333333333332
AsiaOceania,Abstract Art,1960,#aaadb9,#a2a8b3,0.3387,0.2668
Africa,Neo-Expressionism,1960,#cac1a2,#ab9b7f,0.6657,0.1849
Africa,Neo-Expressionism,1985,#cac1a2,#887253,0.3886,0.2823
Africa,Neo-Expressionism,1995,#46535d,#ce9622,0.2218,0.217
Africa,Neo-Expressionism,1965,#201c27,#46535d,0.6909,0.1964
Africa,Lyrical Abstraction,1965,#0e1111,#5f6c5c,0.5851,0.1105
Africa,Lyrical Abstraction,1960,#8d956b,#c4b897,0.4643,0.2384
Africa,Lyrical Abstraction,1950,#423f2b,#5f6c5c,0.3636,0.1938
Africa,Lyrical Abstraction,1995,#8d956b,#c1a851,0.27313333333333334,0.1561
Africa,Lyrical Abstraction,1985,#c1a851,#c4b897,0.2975,0.2629
Africa,Art Informel,1965,#100f0b,#2a1e11,0.1863,0.1705
Africa,Magic Realism,2000,#896861,#725753,0.1942,0.1603
Africa,Pop Art,1970,#27890b,#5e3e1a,0.2078,0.1707
