ID,Year_split,Year_5,Artist,Title,Style2,Cat2,NatRegion,Ave. art rating,Sentiment,colorh,colorl,colors,Colorfulness,Image URL,color1,quant1,color2,quant2,color3,quant3,color4,quant4,color5,quant5
57728194edc2cb3880f4f59d,1953,1955,Alberto Burri,Composition,Modern Art,Art Informel,Europe,-0.82,0.0,36.92307692307693,30.80568720379147,41.37254901960785,17.44455502441951,https://uploads0.wikiart.org/images/alberto-burri/composition-1953.jpg,#70563b,99659,#4c4034,95182.0,#8b6e44,6032.0,#baa671,889.0,#53391e,396.0
57727ce6edc2cb3880e5fc02,1880,1880,Pericles Pantazis ,Supreme Court,Modern Art,Impressionism,Europe,1.27,1.1830000000000005,21.428571428571466,6.7307692307692335,59.215686274509814,3.9258756984907204,https://uploads6.wikiart.org/images/p-ricl-s-pantazis/supreme-court-1880.jpg,#929ca8,77935,#838079,48309.0,#a89e95,16051.0,#6e7e8e,12815.0,#5c6560,4473.0
577287f5edc2cb388008c4d9,1960,1960,Marcelle Loubchansky,Sans titre,Modern Art,Lyrical Abstraction,Europe,0.8,-0.6000000000000002,198.94736842105263,95.0,15.68627450980392,21.64162655624572,https://uploads6.wikiart.org/images/marcelle-loubchansky/sans-titre-1960.jpg,#07141a,56538,#042944,44796.0,#0b221c,12518.0,#043e52,7571.0,#25b09b,5405.0
577287f4edc2cb388008c499,1953,1955,Marcelle Loubchansky,Polynesie en bleu,Modern Art,Lyrical Abstraction,Europe,-0.8,-0.8999999999999999,0.0,100.0,0.7843137254901961,1.3416407864998738,https://uploads4.wikiart.org/images/marcelle-loubchansky/polynesie-en-bleu-1953.jpg,#040000,25314,#fffff3,18516.0,#57433c,9796.0,#85565c,9164.0,#b46c78,8476.0
577287f4edc2cb388008c449,1961,1960,Marcelle Loubchansky,Composition,Modern Art,Lyrical Abstraction,Europe,-0.5,-0.9000000000000001,12.800000000000002,42.857142857142854,34.31372549019608,22.352013332136327,https://uploads0.wikiart.org/images/marcelle-loubchansky/composition-1961-1.jpg,#a32e24,72404,#bf1e23,57202.0,#711f25,24382.0,#913a29,11522.0,#492529,7089.0
577287f5edc2cb388008c4e9,1956,1955,Marcelle Loubchansky,Vert soleil rose,Modern Art,Lyrical Abstraction,Europe,-0.44,-0.05100000000000005,26.57142857142859,36.84210526315789,62.74509803921568,19.141904293982872,https://uploads3.wikiart.org/images/marcelle-loubchansky/vert-soleil-rose-1956.jpg,#385922,18559,#417b49,18539.0,#3d503c,16192.0,#373632,7150.0,#5d7950,5727.0
577287f4edc2cb388008c429,1982,1980,Marcelle Loubchansky,Composition abstraite,Modern Art,Lyrical Abstraction,Europe,-0.7,-1.3,353.68421052631584,25.333333333333336,14.705882352941178,6.128009464744649,https://uploads8.wikiart.org/images/marcelle-loubchansky/composition-abstraite-1982.jpg,#25241f,35952,#37201a,12622.0,#4c1f1a,6658.0,#4b3e2e,5283.0,#6a271f,4995.0
577287f4edc2cb388008c3e7,1956,1955,Marcelle Loubchansky,Bethsabee,Modern Art,Lyrical Abstraction,Europe,0.5,0.2,348.2926829268293,29.927007299270073,73.13725490196079,12.858946302088675,https://uploads5.wikiart.org/images/marcelle-loubchansky/bethsabee-1956.jpg,#cfbfbf,30999,#cf989e,28551.0,#c59c8a,12858.0,#cc7770,10937.0,#020204,7552.0
57728794edc2cb3880077e35,1966,1965,Gianni Piacentino,Dull-Amaranth Disk,Contemporary Art,Minimalism,Europe,-0.25,-0.08300000000000002,330.0,10.236220472440948,50.19607843137255,7.8,https://uploads2.wikiart.org/images/gianni-piacentino/dull-amaranth-disk-1966.jpg,#f9f9f9,83293,#80776e,47488.0,#aca39a,33754.0,#725567,25276.0,#d5d7d6,5465.0
57728794edc2cb3880077ec5,1966,1965,Gianni Piacentino,Turquoise-Gray Upside Down T,Contemporary Art,Minimalism,Europe,0.0,0.273,192.0,12.195121951219539,91.9607843137255,1.5,https://uploads3.wikiart.org/images/gianni-piacentino/turquoise-gray-upside-down-t-1966.jpg,#fafeff,46689,#ada399,17508.0,#d5d4d2,4678.0,#8f7e6e,4658.0,#7ba2bf,2046.0
57728794edc2cb3880077e75,1968,1970,Gianni Piacentino,Metalliod Blue-Gray Without Oval Sculpture,Contemporary Art,Minimalism,Europe,-0.1,0.3,40.0,2.0689655172413723,71.56862745098039,0.8077747210701756,https://uploads8.wikiart.org/images/gianni-piacentino/metalliod-blue-gray-without-oval-sculpture-1968.jpg,#dbdbd9,69286,#867968,57567.0,#393c43,40161.0,#b6b6b6,8132.0,#4f5565,4195.0
57727ab7edc2cb3880df97fa,1922,1920,Max Beckmann,The Iron Bridge (View of Frankfurt),Modern Art,Cubism,Europe,1.7,0.7,50.526315789473685,90.4761904761905,8.235294117647058,10.653168542738822,https://uploads7.wikiart.org/images/max-beckmann/the-iron-footbridge-1922.jpg,#d2cd95,28993,#6c5217,10894.0,#a19352,10738.0,#3d3d25,6987.0,#cac375,5749.0
57727ab7edc2cb3880df987a,1912,1910,Max Beckmann,Sinking of the Titanic,Modern Art,Expressionism,Europe,1.09,-1.845,55.55555555555557,12.107623318385643,43.72549019607843,7.823042886243178,https://uploads1.wikiart.org/images/max-beckmann/sinking-of-the-titanic-1912.jpg,#33261e,57472,#4c4030,41413.0,#626248,28152.0,#7e4331,17677.0,#8e7c66,15495.0
58d32aededc2c998786cbeb5,2007,2005,Nina Tokhtaman Valetova,Infinity,Modern Art,Magic Realism,Americas,0.82,0.2729999999999999,2.2881355932203395,95.93495934959348,48.235294117647065,77.38328307845306,https://uploads3.wikiart.org/00124/images/nina-tokhtaman-valetova/infinity-72x65-5-cmxcm-2007-3.jpg,#00f221,36104,#f0f002,21026.0,#f30f02,18241.0,#010801,16682.0,#00a421,15372.0
58d5bbc0edc2c9a0c4afd0ff,2002,2000,Nina Tokhtaman Valetova,Lethargic Dream,Modern Art,Magic Realism,Americas,0.1,-0.8999999999999999,195.625,81.35593220338981,53.72549019607843,55.9682945961372,https://uploads6.wikiart.org/00125/images/nina-tokhtaman-valetova/lethargic-dream-59x80-cmxcm-2002.JPG,#25489c,49556,#372c68,23456.0,#2d65ba,20042.0,#42244a,19982.0,#96ceff,19404.0
57728400edc2cb3880fc8331,1954,1955,Zao Wou-Ki,Vol d’oiseaux,Modern Art,Art Informel,Europe,-0.3,0.0,45.68181818181817,34.920634920634924,50.58823529411765,24.088430833078355,https://uploads8.wikiart.org/images/zao-wou-ki/vol-d-oiseaux-1954.jpg,#ab9d6c,77595,#8c6a2b,72918.0,#a18848,13221.0,#837745,7726.0,#79582d,7721.0
57728400edc2cb3880fc82a1,1955,1955,Zao Wou-Ki,Nocturne,Modern Art,Art Informel,Europe,-0.3,-1.4,37.35849056603775,36.05442176870749,71.17647058823529,14.22708684165525,https://uploads3.wikiart.org/images/zao-wou-ki/nocturne-1955.jpg,#171918,53873,#303231,40587.0,#56514b,37309.0,#a38e79,29479.0,#7a6d5d,26863.0
577283ffedc2cb3880fc8221,1954,1955,Zao Wou-Ki,Embrasement,Modern Art,Art Informel,Europe,-0.54,-0.77,1.9999999999999931,53.57142857142857,78.03921568627452,19.72941965694886,https://uploads6.wikiart.org/images/zao-wou-ki/embrasement-1954.jpg,#c02c0e,51415,#c8716a,34346.0,#bf422c,29872.0,#e2a995,28103.0,#e5999b,23117.0
577283ffedc2cb3880fc8261,1951,1950,Zao Wou-Ki,Flora and Fauna,Modern Art,Art Informel,Europe,0.7,0.3999999999999999,34.285714285714285,19.811320754716974,58.43137254901961,11.2769676775275,https://uploads1.wikiart.org/images/zao-wou-ki/flora-and-fauna-1951.jpg,#c6b69d,214697,#a5957c,18571.0,#82725b,5157.0,#61523d,1114.0,#2d231a,397.0
57728619edc2cb38800309bd,1799,1800,Thomas Girtin,Pont-y-Pair,Post Renaissance Art,Romanticism,Europe,2.0,1.4,34.44444444444444,31.03448275862069,34.117647058823536,14.497327339892689,https://uploads0.wikiart.org/images/thomas-girtin/pont-y-pair-1799.jpg,#ac9575,115909,#9a7852,54204.0,#413020,35553.0,#755a3c,29735.0,#dfd9c9,24192.0
5772861aedc2cb3880030abd,1802,1800,Thomas Girtin,"The Ruins of the Emperor Julian&#39;s Baths, H&#244;tel de Cluny, Paris",Post Renaissance Art,Romanticism,Europe,1.32,-0.328,32.53012048192772,36.563876651982376,44.50980392156863,22.32935287911408,https://uploads4.wikiart.org/images/thomas-girtin/the-ruins-of-the-emperor-julian-s-baths-h-tel-de-cluny-paris-1802.jpg,#3e3524,136335,#5d4c32,62589.0,#786a4d,28714.0,#d6b78b,16994.0,#b5956c,13055.0
5772861aedc2cb3880030a9d,1802,1800,Thomas Girtin,La Rue St Denis,Post Renaissance Art,Romanticism,Europe,1.5,0.8,33.103448275862085,20.000000000000004,28.43137254901961,7.795671876111768,https://uploads4.wikiart.org/images/thomas-girtin/la-rue-st-denis-1802.jpg,#75654e,154759,#544434,71965.0,#b6a68c,62208.0,#e3e0cd,36938.0,#94846b,22043.0
57728619edc2cb3880030a5d,1800,1800,Thomas Girtin,The White House at Chelsea,Post Renaissance Art,Romanticism,Europe,2.3,1.8,110.00000000000004,4.054054054054059,70.98039215686273,1.8309833423600552,https://uploads6.wikiart.org/images/thomas-girtin/the-white-house-at-chelsea-1800.jpg,#90b0af,132164,#64786f,60422.0,#9fa48d,24321.0,#b9beb8,20062.0,#335556,11935.0
57728618edc2cb388003087d,1799,1800,Thomas Girtin,"Bamburgh Castle, Northumberland",Post Renaissance Art,Romanticism,Europe,1.7,0.5,44.11764705882353,31.775700934579444,58.03921568627452,18.505404615949363,https://uploads1.wikiart.org/images/thomas-girtin/bamburgh-castle-northumberland-1799.jpg,#46554e,100665,#25251d,74915.0,#707b6b,51335.0,#5e5943,43854.0,#a09c7f,25491.0
57728619edc2cb388003095d,1797,1795,Thomas Girtin,Lancaster,Post Renaissance Art,Romanticism,Europe,1.69,1.3550000000000002,48.0,22.87581699346406,70.0,9.680521680157533,https://uploads7.wikiart.org/images/thomas-girtin/lancaster-1797.jpg,#d6cab0,174504,#8f8e6f,66358.0,#404d3b,43534.0,#1f2022,16220.0,#687058,15502.0
57728619edc2cb3880030a8d,1797,1795,Thomas Girtin,Tynemouth Priory from the Sea,Post Renaissance Art,Romanticism,Europe,0.67,-0.7509999999999999,42.66666666666665,20.547945205479454,42.94117647058824,12.190672663967318,https://uploads0.wikiart.org/images/thomas-girtin/tynemouth-priory-from-the-sea-1797.jpg,#423e32,193395,#010101,61522.0,#5f5a46,42949.0,#1f201b,28725.0,#7d795e,13586.0
57728618edc2cb38800308ad,1799,1800,Thomas Girtin,Durham Cathedral and Bridge,Post Renaissance Art,Romanticism,Europe,1.1,0.8,13.125000000000005,22.222222222222207,28.235294117647058,9.511703317492614,https://uploads7.wikiart.org/images/thomas-girtin/durham-cathedral-and-bridge-1799.jpg,#7a6045,76010,#bdac92,73982.0,#553b2a,24231.0,#9d8466,19437.0,#301d17,5616.0
57728619edc2cb38800309dd,1799,1800,Thomas Girtin,Rhyddlan Castle and Bridge,Post Renaissance Art,Romanticism,Europe,0.18,0.18199999999999994,36.153846153846175,31.707317073170728,51.764705882352935,20.929703772390088,https://uploads6.wikiart.org/images/thomas-girtin/rhyddlan-castle-and-bridge-1799.jpg,#ac956b,65553,#847653,53071.0,#d3bc93,51737.0,#604b30,33599.0,#2d251a,20192.0
57728619edc2cb3880030a2d,1800,1800,Thomas Girtin,The River Tweed near Kelso,Post Renaissance Art,Romanticism,Europe,1.78,1.2670000000000001,75.0,8.333333333333327,47.058823529411754,5.460082416960389,https://uploads6.wikiart.org/images/thomas-girtin/the-river-tweed-near-kelso-1800.jpg,#dddac9,143726,#a2a48e,59325.0,#514c38,45912.0,#716b51,31340.0,#23241c,13749.0
57728619edc2cb388003094d,1801,1800,Thomas Girtin,"Kirkstall Abbey, Yorkshire",Post Renaissance Art,Romanticism,Europe,1.9,1.1,45.81818181818182,32.54437869822485,33.13725490196078,15.06361510395164,https://uploads5.wikiart.org/images/thomas-girtin/kirkstall-abbey-yorkshire-1801.jpg,#949a98,76731,#392b20,57223.0,#c9ddd1,53346.0,#877047,42078.0,#a78d52,35582.0
59ae559cedc2c9cdd86c5224,1513,1515,Quentin Matsys,An Old Woman (The Ugly Duchess),Renaissance Art,Northern Renaissance,Europe,-0.7,-1.0000000000000002,19.63636363636364,49.54954954954954,21.764705882352942,15.592065289755555,https://uploads3.wikiart.org/00148/images/quentin-matsys/quinten-massys-an-old-woman-the-ugly-duchess-google-art-project.jpg,#6c7246,267101,#b07a56,188231.0,#c4b689,137240.0,#683b24,113347.0,#1f2120,109323.0
59ae59a9edc2c9cdd87cc189,1514,1515,Quentin Matsys,The Moneylender and His Wife,Renaissance Art,Northern Renaissance,Europe,1.9,1.5,217.5,30.76923076923077,5.098039215686273,2.147673159491453,https://uploads3.wikiart.org/00148/images/quentin-matsys/quentin-massys-001.jpg,#080b10,82573,#292229,69257.0,#442c2c,35015.0,#6c413b,32977.0,#945744,28596.0
59ae5738edc2c9cdd872b945,1510,1510,Quentin Matsys,Der Kanonikus Stephan Gardiner,Renaissance Art,Northern Renaissance,Europe,1.17,0.418,158.82352941176467,17.894736842105253,18.62745098039216,5.154852083231874,https://uploads6.wikiart.org/00148/images/quentin-matsys/der-kanonikus-stephan-gardiner.jpg,#0a1415,338355,#355250,209710.0,#1e2d2a,191400.0,#537171,162580.0,#c1b5a7,113237.0
59ae567cedc2c9cdd86fe052,1525,1525,Quentin Matsys,Ill-matched Lovers,Renaissance Art,Northern Renaissance,Europe,0.08,0.4159999999999999,52.00000000000001,27.27272727272728,10.784313725490195,4.242640687119285,https://uploads1.wikiart.org/00148/images/quentin-matsys/ill-matched-lovers-e10886.jpg,#1d190e,657023,#5a6c5e,125358.0,#2c3224,113097.0,#968166,111264.0,#e8d4b9,110105.0
59ae652fedc2c9cdd8ab6789,1530,1530,Quentin Matsys,Ill-Matched Marriage (The Marriage Contract),Renaissance Art,Northern Renaissance,Europe,0.6,0.0,44.516129032258064,14.418604651162793,42.15686274509804,8.448076704197234,https://uploads4.wikiart.org/00148/images/quentin-matsys/quentin-metsys-o-casamento-desigual-1.jpg,#0c0807,137646,#78713b,45461.0,#71614a,41436.0,#ac9470,36304.0,#281e15,29824.0
577275ccedc2cb3880cf618e,1916,1915,Georgia O&#39;Keeffe,Blue-02,Modern Art,Abstract Art,Americas,0.5,0.09999999999999998,146.66666666666657,5.325443786982246,66.86274509803923,2.704163456597992,https://uploads3.wikiart.org/images/georgia-o-keeffe/blue-02.jpg,#e1d2a7,82469,#a1aba3,17770.0,#131c39,13717.0,#506e78,8866.0,#35505b,7277.0
577275ceedc2cb3880cf655e,1959,1960,Georgia O&#39;Keeffe,It Was Yellow and Pink II,Modern Art,Abstract Expressionism,Americas,-0.1,0.5999999999999999,0.6896551724137989,46.03174603174603,62.941176470588225,28.980683221759968,https://uploads3.wikiart.org/images/georgia-o-keeffe/it-was-yellow-and-pink-ii.jpg,#dbc39d,58445,#c67270,21197.0,#c7a48e,21161.0,#b57a50,17028.0,#d6c5b5,11885.0
577275cbedc2cb3880cf60fe,1932,1930,Georgia O&#39;Keeffe,Bleeding Heart,Modern Art,Abstract Art,Americas,0.5,-0.20000000000000007,357.0,37.03703703703706,89.41176470588232,6.579513659838392,https://uploads1.wikiart.org/images/georgia-o-keeffe/bleeding-heart.jpg,#ffffff,62194,#dc7d81,37635.0,#e4e0d4,34736.0,#b7181c,20073.0,#d15150,16575.0
577275d4edc2cb3880cf6e24,1916,1915,Georgia O&#39;Keeffe,Sunrise,Modern Art,Abstract Art,Americas,1.18,1.001,348.58895705521485,77.25118483412322,41.37254901960785,51.19309035407024,https://uploads3.wikiart.org/images/georgia-o-keeffe/sunrise.jpg,#ae0218,41422,#d6d7c9,24791.0,#e1b7c1,23577.0,#cf33a1,23354.0,#b40b32,15708.0
577275d3edc2cb3880cf6ca4,1918,1920,Georgia O&#39;Keeffe,"Series I, No. 3",Modern Art,Abstract Art,Americas,0.9,0.5999999999999999,277.8947368421053,100.0,7.450980392156862,10.615083607772476,https://uploads0.wikiart.org/images/georgia-o-keeffe/series-i-no-3.jpg,#e2dfac,11905,#f09e93,8883.0,#e4d987,8701.0,#f06b62,7628.0,#000000,6457.0
577275cfedc2cb3880cf671e,1918,1920,Georgia O&#39;Keeffe,Music Pink and Blue,Modern Art,Abstract Art,Americas,1.2,1.1,37.44966442953021,69.30232558139535,57.843137254901954,39.99912499042948,https://uploads0.wikiart.org/images/georgia-o-keeffe/music-pink-and-blue-ii.jpg,#d8d8d8,76004,#e92019,17491.0,#aec2c9,12936.0,#1f7fd6,8673.0,#88bad1,8014.0
577275caedc2cb3880cf5f4e,1927,1925,Georgia O&#39;Keeffe,Abstraction White Rose,Modern Art,Abstract Art,Americas,1.31,0.30799999999999994,248.57142857142853,28.00000000000001,90.19607843137257,3.9458839313897713,https://uploads0.wikiart.org/images/georgia-o-keeffe/abstraction-white-rose.jpg,#c3c6d9,95935,#f2f2f2,92800.0,#555f78,36754.0,#a2a5b8,29838.0,#38425b,11424.0
57727f7cedc2cb3880ee145f,1959,1960,Frank Stella,The Marriage of Reason and Squalor,Contemporary Art,Minimalism,Americas,-0.67,0.08299999999999996,272.0,14.563106796116507,20.196078431372552,4.080441152620633,https://uploads4.wikiart.org/images/frank-stella/the-marriage-of-reason-and-squalor-1959.jpg,#333041,156338,#534f5e,19739.0,#131313,9838.0,#796c7d,4617.0,#9c929a,396.0
57727f7cedc2cb3880ee13cc,1962,1960,Frank Stella,Gran Cairo,Modern Art,Color Field Painting,Americas,0.3,0.30000000000000004,358.159509202454,70.56277056277057,45.29411764705882,54.01770543071965,https://uploads7.wikiart.org/images/frank-stella/gran-cairo-1962.jpg,#ffe200,50797,#cd4825,47065.0,#114479,46961.0,#021b06,45251.0,#06162f,35618.0
57727f7bedc2cb3880ee1399,1959,1960,Frank Stella,Die Fahne Hoch!,Contemporary Art,Minimalism,Americas,-0.09,-0.18199999999999994,289.99999999999983,2.380952380952384,50.58823529411765,1.8309833423600552,https://uploads2.wikiart.org/images/frank-stella/die-fahne-hoch-1959.jpg,#1b1718,57883,#383234,11184.0,#564f56,4939.0,#726e6f,2304.0,#9d969d,1533.0
57727f7cedc2cb3880ee13ec,1967,1965,Frank Stella,Harran II,Modern Art,Color Field Painting,Americas,0.5,0.08300000000000002,32.61744966442953,72.68292682926828,59.80392156862745,40.08004491015448,https://uploads6.wikiart.org/images/frank-stella/harran-ii-1967.jpg,#ffffff,42858,#9a8f62,7498.0,#ae0733,6660.0,#d77b00,6137.0,#a09cbd,4590.0
5772809fedc2cb3880f1d2b8,1958,1960,Frank Stella,Blue Horizon,Modern Art,Color Field Painting,Americas,0.5,0.7000000000000001,217.44,53.19148936170214,46.07843137254902,33.55610972684408,https://uploads0.wikiart.org/images/frank-stella/blue-horizon-1958.jpg,#3768b5,112696,#274e8f,41882.0,#22396b,3024.0,#345888,139.0,#5b5595,107.0
57728649edc2cb388003a837,1791,1790,Anne-Louis Girodet,The Sleep of Endymion,Post Renaissance Art,Romanticism,Europe,1.6,1.2,29.032258064516128,12.15686274509804,50.0,8.405355435673139,https://uploads0.wikiart.org/images/anne-louis-girodet/the-sleep-of-endymion-1791(1).jpg,#23221e,65345,#453631,34895.0,#655349,15510.0,#7d796d,5491.0,#b19b8d,5213.0
57728649edc2cb388003a707,1809,1810,Anne-Louis Girodet,Hortense de Beauharnais,Post Renaissance Art,Romanticism,Europe,2.0,1.6369999999999998,23.4782608695652,21.100917431192673,78.62745098039217,6.37808748764079,https://uploads2.wikiart.org/images/anne-louis-girodet/hortense-de-beauharnais-1809(1).jpg,#04090d,78686,#e7eaef,7136.0,#123231,6682.0,#a8bbc1,6464.0,#837b6e,5189.0
57728649edc2cb388003a7a7,1798,1800,Anne-Louis Girodet,Portrait of Jean-Baptiste Belley,Post Renaissance Art,Romanticism,Europe,1.0,0.272,72.3529411764706,43.58974358974357,84.70588235294117,9.38789113699131,https://uploads2.wikiart.org/images/anne-louis-girodet/portrait-of-jean-baptiste-belley-1798(1).jpg,#2a2623,56205,#927e65,35192.0,#4d3a33,23812.0,#ad9e81,13595.0,#7b604f,8930.0
57728649edc2cb388003a6e7,1808,1810,Anne-Louis Girodet,Chateaubriand Meditating on the Ruins of Rome,Post Renaissance Art,Romanticism,Europe,1.27,0.432,18.94736842105263,16.814159292035402,22.15686274509804,5.41040663906143,https://uploads6.wikiart.org/images/anne-louis-girodet/chateaubriand-meditating-on-the-ruins-of-rome-1808(1).jpg,#342f2b,42727,#bfc1be,34714.0,#514336,21653.0,#6f553a,14783.0,#e1dbc3,4657.0
57728649edc2cb388003a777,1801,1800,Anne-Louis Girodet,Ossian receiving the Ghosts of the French Heroes,Post Renaissance Art,Romanticism,Europe,1.9,0.5999999999999999,32.30769230769231,30.232558139534877,33.72549019607843,13.99428454762872,https://uploads0.wikiart.org/images/anne-louis-girodet/ossian-receiving-the-ghosts-of-the-french-heroes-1801(1).jpg,#6f6743,41775,#372c32,36610.0,#473d34,21112.0,#8d8767,15088.0,#dcd6be,11424.0
57728649edc2cb388003a747,1798,1800,Anne-Louis Girodet,Mademoiselle Lange as Venus,Post Renaissance Art,Neoclassicism,Europe,1.2,1.4,340.0,15.0,7.84313725490196,1.8248287590894656,https://uploads6.wikiart.org/images/anne-louis-girodet/mademoiselle-lange-as-venus-1798(1).jpg,#0a0a0c,91987,#2e2321,25183.0,#4b3d3a,10921.0,#6a5a4d,6002.0,#9f8b84,6002.0
57728649edc2cb388003a7c7,1819,1820,Anne-Louis Girodet,Pygmalion et Galat&#233;e,Post Renaissance Art,Neoclassicism,Europe,2.25,1.916,30.68181818181817,43.137254901960794,60.0,23.75736727838335,https://uploads8.wikiart.org/images/anne-louis-girodet/pygmalion-et-galat-e-1819(1).jpg,#dbd5b5,21097,#171c15,20033.0,#2a3527,13662.0,#485744,12408.0,#887d50,8826.0
57728649edc2cb388003a7d7,1810,1810,Anne-Louis Girodet,Revolt in Cairo (on) 21 October 1798,Post Renaissance Art,Romanticism,Europe,0.94,-1.592,132.00000000000003,4.273504273504276,22.94117647058824,1.5660459763365826,https://uploads4.wikiart.org/images/anne-louis-girodet/revolt-in-cairo-on-21-october-1798-1810(1).jpg,#393833,137065,#604d3e,99912.0,#98774e,42750.0,#ba915b,14013.0,#7a694f,12733.0
57728649edc2cb388003a767,1812,1810,Anne-Louis Girodet,Napoleon I in Coronation robes,Post Renaissance Art,Neoclassicism,Europe,1.4,0.6000000000000001,352.5,86.15384615384615,25.490196078431374,35.884815730333635,https://uploads0.wikiart.org/images/anne-louis-girodet/napoleon-i-in-coronation-robes-1812(1).jpg,#050503,23949,#31331b,19810.0,#655d36,15642.0,#ada580,4074.0,#1e1b0c,3579.0
57727f4bedc2cb3880ed8b25,1963,1965,Agnes Martin,Night Sea,Contemporary Art,Minimalism,Americas,0.4,-0.09999999999999998,205.7142857142857,54.36893203883496,40.392156862745104,30.73499633967767,https://uploads6.wikiart.org/images/agnes-martin/night-sea-1963.jpg,#316b9d,164047,#eeeeee,9787.0,#c9d5e3,720.0,#6285ad,620.0,#a4a4ae,471.0
57727f4bedc2cb3880ed8a60,1963,1965,Agnes Martin,Stars,Contemporary Art,Minimalism,Americas,0.7,0.7,210.65693430656933,60.8888888888889,44.11764705882353,36.98800481237127,https://uploads2.wikiart.org/images/agnes-martin/stars-1963.jpg,#eae3d9,54134,#357abf,47047.0,#135faa,9434.0,#cdd1da,1997.0,#5e96d3,1457.0
57727f4bedc2cb3880ed8ad2,1964,1965,Agnes Martin,Red Bird,Contemporary Art,Minimalism,Americas,-0.2,0.8,37.142857142857146,29.57746478873239,86.07843137254902,5.63648826841678,https://uploads5.wikiart.org/images/agnes-martin/red-bird-1964.jpg,#e7e3d7,173638,#bbb7ab,235.0,#9a968a,6.0,#726e62,1.0,,
57727f4dedc2cb3880ed8bb5,1959,1960,Agnes Martin,Untitled,Modern Art,Color Field Painting,Americas,-0.42,-0.3330000000000001,41.53846153846155,9.629629629629632,26.470588235294123,3.5114099732158874,https://uploads7.wikiart.org/images/agnes-martin/untitled-1959-1.jpg,#bab9b7,100449,#654d6f,95686.0,#303032,13437.0,#e0dcd1,12376.0,#fffffd,3739.0
57727f4cedc2cb3880ed8b85,1964,1965,Agnes Martin,The Peach,Contemporary Art,Minimalism,Americas,-0.7,-0.09999999999999998,45.000000000000064,15.789473684210545,85.09803921568627,3.276049450176233,https://uploads6.wikiart.org/images/agnes-martin/the-peach-1964.jpg,#ebe4da,176820,,,,,,,,
57727f4cedc2cb3880ed8b75,1965,1965,Agnes Martin,The Harvest,Contemporary Art,Minimalism,Americas,-0.55,0.182,48.0,29.91452991452993,77.05882352941175,9.680521680157533,https://uploads8.wikiart.org/images/agnes-martin/the-harvest-1965.jpg,#d8d2b2,222935,#c2ba8b,1203.0,#ab9a66,14.0,#e4dad0,8.0,,
57727f4cedc2cb3880ed8b95,1961,1960,Agnes Martin,The Islands,Contemporary Art,Minimalism,Americas,0.3,0.09999999999999998,30.566037735849036,30.99415204678363,66.47058823529413,14.312232530251874,https://uploads2.wikiart.org/images/agnes-martin/the-islands-1961(1).jpg,#bfa688,126466,#d8c7ad,11280.0,#feffff,4601.0,#7f6043,2793.0,#a28468,674.0
57727f4bedc2cb3880ed8ae2,1964,1965,Agnes Martin,The Tree,Contemporary Art,Minimalism,Americas,-0.58,0.08300000000000002,222.00000000000009,9.433962264150935,79.21568627450979,2.704163456597992,https://uploads5.wikiart.org/images/agnes-martin/the-tree-1964.jpg,#c3c6cb,168916,#a2a5aa,6224.0,,,,,,
57727f4cedc2cb3880ed8b55,1959,1960,Agnes Martin,Untitled,Contemporary Art,Minimalism,Americas,0.2,0.0,45.00000000000003,16.66666666666665,85.88235294117648,3.276049450176233,https://uploads5.wikiart.org/images/agnes-martin/untitled-1959.jpg,#e3e0d9,122383,#c3bfb4,593.0,#ada286,11.0,#938169,3.0,,
57727f4bedc2cb3880ed8b02,1960,1960,Agnes Martin,This Rain,Modern Art,Color Field Painting,Americas,0.91,0.18199999999999994,79.99999999999993,52.941176470588225,96.66666666666666,2.4233241632105265,https://uploads6.wikiart.org/images/agnes-martin/this-rain-1960.jpg,#fdfdfb,107025,#9c9eb7,17917.0,#e0deec,2175.0,#8f8f8d,866.0,#bdbed2,387.0
57727fa8edc2cb3880eeb2f0,1965,1965,Jo Baer,"Primary Light Group: Red, Green, Blue",Contemporary Art,Minimalism,Americas,-0.15,-0.15399999999999991,37.499999999999865,13.33333333333333,88.23529411764706,2.147673159491453,https://uploads8.wikiart.org/images/jo-baer/primary-light-group-red-green-blue-1965.jpg,#e5e2dd,82141,#2e282a,3400.0,#b9b8b3,1490.0,#63636b,995.0,#0c1512,726.0
57727fa8edc2cb3880eeb332,1960,1960,Jo Baer,Bootless Boots,Modern Art,Pop Art,Americas,0.7,0.4,43.19999999999998,35.211267605633786,86.07843137254902,6.783251432757008,https://uploads6.wikiart.org/images/jo-baer/bootless-boots-1960.jpg,#2f2e2a,72501,#e7e1cb,31368.0,#cda95b,3887.0,#504c43,471.0,#bbb7ac,453.0
57727fa8edc2cb3880eeb362,1960,1960,Jo Baer,Glass Slippers,Modern Art,Pop Art,Americas,0.9,-0.30000000000000004,47.99999999999998,32.467532467532465,84.90196078431373,6.914658342969665,https://uploads6.wikiart.org/images/jo-baer/glass-slippers-1960.jpg,#e6e1cd,108784,#282723,55365.0,#dda1a0,1576.0,#a9a697,739.0,#4a463a,654.0
